timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-09-15T07:45:59,codecarbon,b44c9a9d-9ff9-4b90-ad8a-d694b648448f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,9.058587310999428,1.975841264741048e-05,2.181180350651226e-06,8.167187493000002,1.9342912090202724,10.0,1.9098089076800592e-05,6.2519494459997715e-06,1.6154223391665963e-05,4.1504261914466326e-05,0.0,United States,USA,texas,,,Linux-5.15.153.1-microsoft-standard-WSL2-x86_64-with-glibc2.35,3.12.13,3.3.0,2,AMD Ryzen 5 4600H with Radeon Graphics,1,1 x NVIDIA GeForce GTX 1650,-95.6599,29.8478,3.829395294189453,machine,15.719999999999999,29.4,77.94,2.985667419433594,N,1.0,0.0
